ticker,price,transaction_date,transaction_type,quantity,account_number,create_date
CHFN,$2481.42,2019-11-09,sell,1478,498653571-4,2019-09-17 06:33:24
XTLB,$1240.24,2020-03-11,buy,1376,658404099-2,2020-10-25 08:54:42
WBKC,$433.73,2015-07-27,buy,1546,582939191-0,2021-03-22 09:42:57
OTEL,$449.90,2021-12-28,sell,1813,862948828-X,2020-01-17 13:30:53
FOLD,$202.84,2015-02-11,sell,2293,512178349-3,2021-02-01 06:07:45
ALK,$1626.08,2017-11-29,buy,2966,412873461-6,2019-04-15 02:37:02
FCCY,$544.30,2017-10-15,sell,4774,434644089-4,2018-07-20 04:59:36
THQ,$2288.52,2017-02-11,buy,4470,140530899-0,2015-04-26 10:42:09
FMCIU,$1020.42,2020-11-22,buy,547,615322888-7,2020-01-02 04:33:14
HCN,$1457.20,2015-09-30,sell,336,016010219-7,2017-06-01 16:33:12
CHA,$1843.25,2017-07-07,sell,3370,982255116-9,2019-08-21 09:51:11
BANR,$269.23,2022-05-25,sell,2108,558808578-7,2017-04-04 00:14:13
KYO,$1930.41,2022-02-12,buy,428,037967929-9,2017-03-18 00:12:26
FFWM,$763.80,2018-07-07,sell,4606,409548306-7,2021-01-06 08:26:34
WY,$626.80,2020-05-14,sell,247,174603073-9,2017-02-27 20:42:30
BOSC,$1000.80,2022-01-07,buy,111,821998198-9,2021-09-21 04:45:28
HWBK,$51.05,2020-03-22,sell,4684,272702502-5,2017-07-14 18:12:55
MANT,$2215.07,2021-12-18,buy,2626,166857992-8,2021-03-14 09:38:40
VRS,$443.56,2020-06-13,buy,3052,582671616-9,2019-02-06 15:53:00
HMTV,$1919.58,2018-04-20,buy,4976,175821485-6,2021-12-17 22:57:08
ZPIN,$1676.98,2022-01-26,sell,1567,451166007-7,2015-08-28 08:35:48
ENG,$1034.37,2017-11-22,sell,691,621734920-5,2016-06-03 17:36:00
VIGI,$1707.93,2015-11-30,sell,4958,264720466-7,2016-11-01 07:37:24
VCO,$1925.26,2016-12-04,sell,4825,186097175-X,2020-09-27 05:20:30
EARS,$1967.13,2021-07-12,sell,4422,622184611-0,2019-05-13 09:38:34
RELX,$112.81,2018-04-25,buy,948,676730176-0,2019-10-02 23:56:38
ICUI,$1364.63,2016-09-23,sell,2775,252401138-0,2017-09-28 23:52:45
FLXN,$112.53,2020-11-12,buy,2447,710188359-1,2019-08-19 19:06:35
OMI,$706.69,2015-11-29,sell,844,976839716-0,2018-11-29 03:55:11
LPCN,$2112.92,2019-07-23,sell,2147,589071713-8,2019-08-27 07:16:28
CNK,$46.76,2018-09-22,sell,2670,651342438-0,2021-04-28 05:33:42
WINA,$397.16,2019-11-11,sell,2691,029765170-6,2015-07-19 18:17:14
LUK,$479.96,2020-10-30,sell,3813,299802288-X,2016-08-24 20:36:25
DXTR,$901.13,2019-11-26,buy,977,624371191-9,2019-05-01 22:58:55
BCOM,$1032.13,2017-11-28,buy,636,283360154-9,2019-03-17 20:08:41
IROQ,$999.97,2016-10-01,buy,4587,637694454-X,2020-08-09 04:22:07
WHLR,$1920.12,2016-10-24,sell,4372,127360462-8,2019-04-22 17:26:10
TRCB,$1426.25,2016-07-26,buy,3229,622204412-3,2021-01-10 09:01:31
EQIX,$1162.74,2022-06-30,buy,2247,013878649-6,2017-11-29 11:31:57
NWBI,$1640.71,2018-09-03,sell,682,047947347-1,2017-01-11 11:06:26
HMTV,$617.94,2015-03-04,sell,631,354027393-X,2019-02-12 19:00:23
HBHCL,$2437.59,2022-08-09,sell,3124,537723784-6,2018-12-31 03:49:19
PACB,$2270.46,2017-04-11,sell,195,080217075-7,2022-06-14 06:15:30
HIE,$2353.34,2017-04-02,buy,2359,669568760-9,2020-11-25 11:33:51
JRS,$1977.04,2015-01-14,buy,1664,518021110-7,2017-10-17 10:46:14
FLXN,$1374.76,2019-07-06,buy,1646,069708582-1,2020-05-13 21:41:41
FNK,$2495.89,2022-01-25,buy,333,041922155-7,2020-03-21 09:46:17
HAFC,$1509.04,2017-05-09,sell,2866,693593570-9,2016-06-02 12:04:02
CLNS^I,$783.84,2018-06-15,buy,2887,469656363-4,2017-04-06 18:39:16
WFBI,$2249.42,2018-11-04,buy,3391,745868379-1,2015-04-12 02:53:09
ITEQ,$337.85,2020-12-09,sell,4817,283879592-9,2015-05-01 19:38:03
VIRT,$553.27,2021-03-29,sell,1316,560788279-9,2018-01-28 12:22:20
DLR^H,$2120.12,2019-02-13,sell,965,120447075-8,2021-03-01 12:48:37
XLRN,$1899.21,2015-02-09,buy,2684,164439204-6,2018-10-14 10:48:10
GUT,$1836.01,2019-05-05,buy,3537,063290325-2,2019-04-22 08:08:58
NNY,$2122.96,2018-02-01,sell,4182,898421255-5,2021-07-12 00:38:05
BAC^Y,$1157.97,2018-03-15,buy,4659,797660202-0,2015-04-13 09:52:20
CSCO,$2319.01,2020-06-08,buy,4890,200261890-9,2021-04-07 15:21:39
SPXC,$2416.75,2016-05-04,buy,1755,740384079-8,2016-11-14 20:28:07
FATE,$827.25,2019-08-14,sell,1879,800528973-1,2018-12-12 20:28:04
CMU,$633.64,2016-12-14,buy,4267,330284601-0,2016-12-13 05:23:58
PATI,$2249.34,2018-08-22,sell,2540,406476287-8,2018-09-28 16:56:36
OXFD,$360.95,2015-01-16,sell,1401,907391062-5,2019-01-25 20:32:56
GLDI,$913.25,2019-06-19,buy,1213,600256022-X,2020-02-28 11:42:49
GAIN,$1956.89,2015-06-22,sell,2663,796194823-6,2016-08-03 16:40:53
PUMP,$2160.87,2018-07-21,sell,4376,781373901-9,2020-08-29 20:38:42
CVO,$1190.27,2020-12-20,buy,445,424233693-4,2019-06-02 09:38:53
SBSI,$1741.70,2017-09-28,buy,86,876463124-9,2018-03-11 03:30:07
NPV,$1753.15,2017-09-29,buy,346,392443020-9,2019-03-17 04:33:09
ISSC,$1928.03,2015-02-11,sell,311,103540515-6,2018-03-08 20:16:51
FSD,$156.68,2017-04-07,buy,2706,647018331-X,2020-06-10 09:29:37
CASH,$894.41,2015-04-12,sell,99,343355013-1,2016-11-15 14:23:01
PFH,$1746.05,2016-04-06,buy,4726,301158689-6,2021-10-07 14:10:39
NEWTZ,$2047.74,2020-05-01,buy,4162,775400493-3,2016-04-04 03:17:12
ZNGA,$708.20,2021-05-23,buy,3545,067058222-0,2019-05-27 00:58:54
DLR,$2156.06,2019-10-23,sell,4236,334011981-3,2016-10-07 18:10:54
MILN,$1365.08,2019-02-08,buy,2459,933965277-0,2022-07-05 09:39:55
RAS^A,$1526.89,2017-10-29,sell,2824,025724426-3,2015-08-10 17:54:01
XOM,$2410.70,2017-02-03,buy,64,257215133-2,2016-09-07 20:01:00
MLR,$2245.84,2019-12-07,buy,3585,518293411-4,2016-03-22 04:48:21
GRID,$2316.85,2018-02-05,sell,4841,166241227-4,2021-01-17 04:22:03
YERR,$1413.02,2020-03-09,sell,4388,782530643-0,2018-07-27 07:02:37
MLCO,$2055.03,2018-12-10,sell,4000,010786175-5,2016-06-02 04:51:46
ONSIW,$328.26,2022-06-01,sell,4995,312883344-3,2015-01-05 07:16:29
AEY,$2343.48,2016-10-17,buy,1841,823055947-3,2016-12-30 13:49:01
TWTR,$470.78,2021-08-08,buy,2778,498064035-4,2015-04-19 06:22:08
LAD,$13.30,2019-01-02,buy,4339,573884710-5,2019-06-09 21:42:08
AXTI,$1904.14,2019-06-06,sell,4904,988245873-4,2017-12-12 08:56:23
BQH,$1286.08,2022-03-07,sell,2179,588118596-X,2016-09-23 20:55:09
GRMN,$1948.07,2022-02-02,buy,577,398760910-9,2019-10-24 19:26:02
PETS,$667.15,2016-05-26,sell,2209,815104056-4,2022-02-10 10:18:49
ACET,$2264.96,2016-08-16,buy,1197,854311775-5,2016-05-11 12:19:51
ACLS,$1189.25,2018-05-11,buy,1229,215278652-1,2020-09-13 17:14:10
CIGI,$302.99,2015-05-31,buy,1533,990358976-X,2015-12-08 19:07:08
MLP,$721.54,2020-03-28,sell,3930,957423599-8,2017-12-18 03:30:38
ATTO,$2256.38,2022-01-19,sell,927,931142993-7,2022-04-20 10:36:59
UBA,$983.98,2021-08-29,sell,107,110650948-X,2017-12-14 09:35:23
WBB,$893.58,2022-07-21,buy,3337,454979690-1,2020-02-17 03:09:39
FDX,$1224.04,2016-07-06,sell,4233,770683207-4,2019-10-09 16:37:44
CHTR,$76.35,2018-02-16,buy,3419,619446782-7,2015-08-17 22:03:20
MAS,$176.01,2022-07-03,sell,1565,317160667-4,2021-03-21 21:31:55
HTY,$2189.98,2017-08-26,sell,1949,524086542-6,2021-12-30 19:07:38
EGBN,$1502.64,2015-08-04,buy,2,743962421-1,2015-08-17 15:17:46
EQCO,$44.03,2022-01-13,sell,280,953617953-9,2021-06-26 17:18:54
FHCO,$2220.36,2022-04-03,buy,4140,326329405-9,2020-09-03 19:24:39
INWK,$1519.36,2017-04-21,buy,1207,348989524-X,2019-12-11 01:47:52
BGB,$1231.45,2021-04-30,sell,3170,773469715-1,2020-01-08 21:05:40
NCSM,$772.81,2020-11-12,buy,4355,644708715-6,2018-02-06 04:57:55
WRD,$2207.27,2016-01-11,sell,3572,286140493-0,2019-11-11 23:02:58
CARV,$2100.49,2016-04-02,sell,3604,866305400-9,2017-08-14 01:42:42
PRMW,$413.98,2017-07-14,buy,2440,592309125-9,2016-03-04 22:13:10
SWZ,$1186.88,2022-05-05,sell,306,711807058-0,2020-08-15 21:20:52
CLNS^E,$929.91,2019-11-02,sell,2635,178201963-4,2022-06-06 11:14:23
GRA,$2231.21,2021-07-07,sell,4280,016253400-0,2016-11-07 23:18:59
USPH,$2243.69,2017-06-29,sell,1190,948005511-2,2020-07-17 05:40:28
CG,$1945.04,2021-01-14,sell,3947,584766026-X,2018-01-27 00:51:26
STKS,$497.24,2020-02-05,sell,1557,434835973-3,2021-03-06 23:37:14
PBCTP,$323.29,2018-03-07,sell,58,903614275-X,2019-03-10 08:45:53
CACC,$1621.11,2019-08-22,sell,764,485690246-6,2022-03-03 06:27:16
ENZ,$641.45,2019-08-25,sell,3898,653950698-8,2021-05-30 08:40:08
ASB^C,$159.37,2021-10-11,sell,4309,875441371-0,2020-06-28 02:19:47
ALGT,$214.57,2017-08-12,sell,1806,964747866-6,2017-12-23 08:25:49
GRPN,$1651.74,2015-09-10,sell,496,240116000-0,2020-05-08 08:25:57
ITIC,$1020.19,2015-08-06,buy,395,304199554-9,2017-06-02 16:06:58
WYIGU,$966.00,2018-09-26,sell,4757,492780642-1,2018-09-09 09:20:53
MFIN,$863.65,2016-01-27,sell,4053,780183010-5,2017-08-19 02:19:29
DHX,$1745.24,2016-05-05,sell,2901,790068410-7,2020-07-21 12:19:02
WIW,$2379.23,2018-10-31,buy,1069,815880010-6,2017-06-13 02:16:43
NSR,$2041.80,2015-10-13,buy,24,290758022-1,2019-10-18 18:39:56
TCS,$2276.04,2021-01-23,sell,4804,717698027-6,2019-12-21 09:52:03
SVBI,$2449.41,2017-05-28,sell,869,273687006-9,2021-07-29 21:38:47
ZIONZ,$1683.58,2019-10-31,buy,193,153461443-5,2015-02-27 22:56:04
GPP,$453.76,2017-12-13,buy,170,663720274-6,2015-04-09 21:13:35
CBB,$2486.77,2019-07-24,sell,3782,347073446-1,2022-06-18 00:26:05
SPNS,$2218.96,2020-10-15,sell,2294,201939134-1,2020-03-09 18:58:03
MODN,$1410.50,2015-02-22,sell,2604,045833390-5,2020-12-12 14:15:39
KRC,$2109.25,2017-04-20,sell,3706,071561839-3,2020-04-21 01:34:35
YNDX,$1845.24,2020-10-12,buy,4706,635047380-9,2019-04-10 12:26:08
PSXP,$1334.31,2021-07-16,sell,3651,061322655-0,2021-07-19 20:52:31
ICCH,$1234.27,2019-07-23,sell,2454,019835098-8,2021-12-15 15:59:38
MCO,$1913.30,2016-06-25,buy,390,318153649-0,2021-05-20 18:26:08
BSRR,$1416.05,2015-07-25,sell,2630,570544600-4,2019-12-29 18:44:00
GLOP^A,$2044.70,2021-07-08,buy,3954,956068605-4,2018-05-01 12:46:29
BIO.B,$1345.93,2017-03-15,buy,2019,899388611-3,2015-01-25 15:25:53
NBIX,$1150.54,2020-10-28,sell,2544,639726558-7,2015-07-09 14:29:02
TSI,$1239.60,2016-09-19,sell,3256,397719762-2,2015-05-26 01:55:36
NIE,$345.42,2018-10-24,buy,4714,184859228-0,2017-08-27 03:14:17
FNWB,$2444.65,2015-10-19,sell,4568,262255013-8,2015-02-04 11:31:22
WYIG,$2236.65,2021-07-02,sell,2667,634192157-8,2019-07-29 16:18:56
ARDX,$820.09,2017-03-01,sell,3065,625605678-7,2018-01-17 19:00:53
NSS,$859.09,2020-07-14,buy,337,163798289-5,2021-02-10 16:01:36
MBUU,$1840.37,2021-09-02,sell,9,385490314-6,2022-01-20 19:46:35
SBCF,$529.69,2018-07-04,sell,4934,080235163-8,2022-02-19 02:39:45
AGII,$1504.88,2018-09-14,sell,4208,207720962-3,2015-09-01 08:55:19
TORM          ,$142.30,2020-08-25,buy,3695,115858996-4,2015-01-05 23:15:27
RYAM^A,$1436.19,2022-02-02,sell,4121,438641979-9,2017-10-04 11:01:37
TLP,$1980.09,2020-07-13,buy,4704,548498943-4,2015-05-02 20:16:26
BXP,$1386.23,2018-08-25,buy,1828,932394015-1,2019-03-07 22:59:45
CCRN,$2461.35,2019-07-28,buy,2466,315982000-9,2020-08-25 21:27:03
SPGI,$155.66,2017-07-08,sell,3288,657775403-9,2019-08-15 05:18:14
TRNC,$2047.91,2020-10-26,sell,307,446598225-9,2021-10-28 16:07:54
JSYNW,$935.53,2021-02-28,buy,4348,770417182-8,2020-07-24 20:31:41
CLRBW,$1961.09,2018-06-02,sell,1774,614882430-2,2021-03-12 00:27:40
TGTX,$630.26,2020-06-05,sell,4166,164142021-9,2021-08-08 17:51:07
MCV,$1716.15,2020-12-26,buy,2954,739754332-4,2016-01-03 10:36:47
PSA^Z,$1071.93,2018-05-10,buy,2975,086948198-3,2022-06-29 17:53:54
HCA,$34.48,2017-10-27,sell,306,541555165-4,2016-01-05 05:00:31
MHD,$2220.28,2018-01-11,buy,2989,267085235-1,2016-10-12 13:36:19
SMCI,$365.31,2016-11-02,buy,4420,057878418-1,2022-07-11 07:53:28
ENZL,$1700.04,2018-06-20,buy,2166,104176878-8,2021-08-26 02:10:24
EMMS,$1896.24,2017-01-13,buy,4525,237650384-1,2019-08-30 14:11:42
BBT^D,$1062.60,2020-02-21,buy,4251,879892976-3,2019-01-24 22:45:11
WHG,$307.14,2019-04-11,buy,2626,014567811-3,2018-04-26 09:58:24
ENTA,$657.23,2021-10-08,sell,4052,341201736-1,2019-08-15 20:52:22
QRVO,$1928.01,2017-01-17,buy,253,798803406-5,2020-02-05 05:47:16
RSYS,$584.21,2016-11-22,buy,4601,544471930-4,2015-02-24 08:15:18
FIVN,$1085.88,2018-04-12,sell,1896,758519957-0,2015-05-05 19:00:47
WD,$976.49,2018-02-20,buy,3873,835869367-2,2015-02-11 18:19:21
VRTU,$991.32,2016-10-30,sell,1580,275906964-8,2015-07-16 08:34:46
LH,$1346.86,2020-06-02,sell,4569,542149439-X,2021-03-25 02:51:57
AMTX,$1238.58,2019-11-22,buy,607,500453253-2,2017-03-18 18:09:20
FC,$874.74,2015-03-31,buy,4899,934450511-X,2015-04-21 12:22:18
VTA,$463.32,2020-02-18,buy,3812,679880080-7,2019-08-30 04:02:04
ANCX,$2064.10,2015-08-16,buy,1688,160817815-3,2019-02-26 12:28:41
MATW,$406.86,2017-01-30,buy,2051,983769538-2,2015-10-21 20:56:47
IAE,$759.88,2015-11-27,sell,2739,926192411-5,2022-01-18 05:41:35
NGHCZ,$1362.52,2015-11-27,sell,2867,180587916-2,2018-05-12 02:52:08
CTB,$2258.54,2019-10-04,sell,3623,470709262-4,2021-06-02 15:45:38
DXB,$2470.62,2019-08-14,sell,307,382749107-X,2019-02-09 00:38:51
NDP,$316.74,2015-02-13,buy,1914,213566565-7,2020-05-31 05:14:55
SCKT,$2254.18,2019-05-06,sell,4154,562529891-2,2015-10-08 03:37:53
CGI,$156.03,2016-02-29,sell,2005,289023663-3,2021-10-22 10:25:37
SGY,$2367.69,2017-04-02,sell,1992,687513290-7,2019-03-16 23:49:19
EROS,$2391.24,2020-04-29,sell,4657,054788296-3,2017-03-30 20:51:02
ZPIN,$2433.26,2018-02-24,buy,1020,142639864-6,2019-01-12 09:44:29
CSF,$1630.04,2017-11-16,buy,585,476243545-7,2015-04-15 18:58:09
MAC,$1682.97,2021-05-06,buy,3725,898005573-0,2015-01-31 10:01:43
ISBC,$955.53,2017-02-23,buy,2938,579234670-4,2017-02-18 09:00:09
MCRI,$2351.88,2019-09-24,sell,4776,256082726-3,2019-04-07 22:54:59
MSI,$44.36,2016-03-19,sell,2399,982342882-4,2019-10-09 01:32:19
TRMK,$662.13,2020-02-17,sell,4968,976418030-2,2019-03-16 04:46:53
CBZ,$1605.36,2019-01-01,sell,4621,416619226-4,2020-05-09 20:17:08
BAC.WS.A,$426.59,2022-03-14,buy,628,373597474-0,2021-12-24 22:14:21
GPN,$1513.18,2020-10-23,buy,369,145132038-8,2020-01-26 15:14:00
BUD,$69.51,2018-10-22,buy,515,256389004-7,2021-10-08 08:34:55
GS^C,$699.18,2019-01-12,buy,177,696626566-7,2016-09-28 15:44:26
PG,$528.15,2016-06-19,buy,24,489399276-7,2015-02-19 07:00:47
SCHW^C,$2040.26,2015-10-22,sell,4595,973787500-1,2020-09-09 01:42:05
KKR,$1801.89,2021-05-28,buy,1268,513035924-0,2018-07-15 00:49:13
INN,$1388.40,2015-03-31,sell,863,605982087-5,2019-01-16 02:44:58
NOVT,$1465.74,2019-06-09,buy,4615,967795914-X,2022-01-13 18:05:03
MTBCP,$1568.53,2015-04-22,sell,3194,025426372-0,2017-05-31 23:13:21
NMFC,$1461.02,2017-01-11,buy,2376,329591397-8,2019-12-18 21:26:19
CBS,$1701.66,2021-10-03,buy,3221,125330698-2,2019-05-19 03:19:16
RPT^D,$1291.70,2015-02-27,buy,2599,105037827-X,2016-08-02 09:08:57
HRMNU,$1701.33,2019-03-31,buy,448,465063765-1,2016-08-21 16:35:21
PCM,$947.37,2017-03-21,buy,1377,505286429-9,2017-03-28 02:16:59
SFE,$448.61,2015-01-16,buy,305,163553579-4,2015-06-02 06:45:16
STRM,$236.43,2020-04-06,buy,4242,178507925-5,2017-06-09 17:56:25
CORR,$72.86,2021-04-01,sell,3765,819774255-3,2020-06-27 20:34:07
DWLD,$1470.59,2015-08-24,sell,3401,743810211-4,2022-01-16 15:52:57
RSG,$931.91,2016-10-22,buy,2072,710817940-7,2016-05-16 20:53:12
MSA,$1295.82,2015-09-17,buy,4034,185567336-3,2015-05-19 03:05:09
NBL,$13.77,2016-03-20,buy,3127,839543315-8,2018-07-29 12:20:02
ASET,$509.59,2018-10-18,sell,2413,167282357-9,2021-10-25 04:05:44
NLST,$1520.52,2020-12-19,sell,2188,230880910-8,2020-07-09 17:05:34
COBZ,$2011.40,2020-08-31,buy,1935,436127236-0,2021-12-09 14:42:26
IBN,$115.25,2018-08-29,buy,4337,806317712-6,2018-12-29 09:26:35
GG,$472.32,2019-11-03,buy,3681,948677185-5,2020-02-21 18:32:01
SCSC,$2057.08,2019-10-04,sell,416,615948904-6,2017-11-29 09:30:08
RFDI,$1168.85,2019-06-05,buy,3300,805810548-1,2016-04-30 12:32:22
SNHNL,$810.75,2022-06-20,sell,2823,611471081-9,2017-02-25 12:13:16
SGLBW,$1090.95,2021-10-24,buy,3767,916161047-X,2015-03-17 03:15:32
MINDP,$438.10,2021-01-22,buy,3840,556384718-7,2015-08-16 14:19:29
UBOH,$2368.72,2020-07-24,buy,4220,545986159-4,2016-01-03 04:24:57
OKE,$1687.37,2016-05-11,sell,4140,702800259-4,2018-09-15 09:00:23
BBT^D,$1380.42,2020-06-21,sell,4796,384445357-1,2020-06-08 16:51:13
FSB,$960.08,2022-07-29,buy,4970,562555865-5,2019-06-12 20:03:02
SHOO,$1935.96,2020-03-05,buy,1715,342909155-1,2019-04-15 00:16:59
SVBI,$1591.59,2019-01-03,sell,1578,379429839-X,2022-03-05 03:02:24
HTBK,$1042.54,2019-11-12,buy,4647,872764789-7,2018-06-30 19:22:00
PLYA,$228.90,2020-10-13,sell,28,927276878-0,2020-03-22 07:26:24
SNES,$1028.68,2018-10-22,sell,2969,118577321-5,2017-06-20 05:10:58
XPER,$1622.46,2018-08-24,sell,558,073214825-1,2021-04-16 12:32:21
NTES,$1059.70,2020-01-21,buy,3906,775964088-9,2022-02-28 05:20:21
DSPG,$1142.14,2017-05-19,sell,1836,291258728-X,2017-09-12 09:09:56
MNTA,$374.08,2015-08-11,sell,4006,686839910-3,2016-04-12 23:08:13
BBW,$1029.94,2019-03-28,sell,11,725334542-8,2018-01-12 08:03:01
EFF,$470.94,2015-10-04,buy,599,618929935-0,2020-12-12 13:25:20
VRNS,$1589.17,2022-04-11,sell,1463,670229585-5,2018-01-02 09:10:56
LSTR,$569.49,2020-11-03,buy,4538,518157743-1,2022-04-25 11:57:50
GMTA,$1611.78,2018-02-17,sell,3146,353204006-9,2019-04-10 17:40:40
ADSK,$1893.69,2015-12-10,buy,3267,052490762-5,2019-03-27 22:41:30
KBSF,$164.73,2015-12-16,buy,3848,989856731-7,2020-12-06 09:27:36
DXLG,$705.43,2015-04-22,buy,1632,405446474-2,2017-12-18 20:02:24
JPM^F,$1638.52,2019-07-11,buy,2991,923919814-8,2016-05-22 17:24:31
AES^C.CL,$2044.42,2018-10-28,sell,610,113345347-3,2020-05-06 22:44:49
GRIF,$2382.43,2018-08-25,buy,3779,703416219-0,2021-05-22 21:13:42
COR^A,$615.26,2016-02-15,buy,3672,565359362-1,2016-01-16 03:56:12
BKH,$1296.20,2022-04-09,sell,1785,731305869-1,2020-10-13 12:03:49
FKLYU,$617.53,2022-03-29,sell,409,718794297-4,2020-02-08 02:41:36
CMA.WS,$1210.66,2022-05-11,sell,1265,203329880-9,2019-07-11 16:29:13
CAMP,$496.54,2016-08-10,buy,2750,720130683-9,2020-02-22 21:02:26
STAF,$6.12,2021-11-01,sell,1993,951914396-3,2020-07-26 02:14:01
ARII,$2388.25,2018-10-12,sell,2222,530692507-3,2022-08-09 06:29:31
EXK,$4.53,2016-12-04,sell,4574,304438283-1,2021-02-27 01:05:43
SMP,$389.24,2019-08-19,buy,305,012354964-7,2019-01-28 22:00:27
UBP^G,$654.12,2020-03-19,sell,1785,119405950-3,2021-06-15 19:38:52
UGP,$722.63,2017-04-11,sell,356,388709434-4,2016-09-10 02:34:10
ATAI,$2397.90,2020-08-27,buy,2755,431750116-3,2022-05-03 15:25:33
BANR,$1567.14,2016-02-26,buy,3965,042495542-3,2021-12-01 15:52:41
GRAM,$336.25,2020-08-24,sell,3005,586897081-0,2019-02-02 11:07:39
FPI,$32.68,2018-03-04,sell,3023,986748303-0,2022-05-10 06:35:35
TWO^A,$1159.96,2016-08-12,sell,57,625501555-6,2015-04-28 23:42:59
FCH^A,$184.25,2022-03-14,buy,1138,561123188-8,2016-10-28 14:43:11
ASR,$2174.97,2018-09-27,sell,4216,051033622-1,2017-11-28 20:05:44
STLY,$2062.87,2017-10-17,sell,4305,038807721-2,2018-03-28 12:35:33
BELFA,$1936.08,2017-07-15,sell,3100,728495865-0,2016-06-19 05:15:20
ABIL,$2347.16,2020-09-23,buy,389,154666178-6,2015-10-18 04:12:54
AHC,$259.43,2021-04-27,buy,3063,537911969-7,2022-07-06 08:00:39
GDV^G,$1400.98,2016-03-09,buy,501,065120859-9,2017-03-20 11:01:34
VC,$746.27,2020-11-02,buy,1669,996198758-6,2016-07-28 18:29:24
PEZ,$2320.52,2015-11-29,sell,1725,268034748-X,2022-04-24 09:47:59
TCCB,$1545.03,2017-06-30,buy,3195,583388350-4,2017-11-08 13:43:43
BLUE,$728.14,2016-01-13,buy,1575,330647659-5,2015-08-26 20:30:17
BUI,$910.28,2017-10-12,buy,1905,683430348-0,2015-07-27 23:38:34
BRSS,$1601.96,2020-02-13,sell,401,879137349-2,2019-06-13 05:33:25
MXF,$2004.56,2018-02-22,sell,774,860445542-6,2020-02-19 04:20:25
ATO,$1247.21,2017-03-21,sell,1166,636034754-7,2016-08-08 05:28:22
YTRA,$676.21,2016-03-19,sell,3321,039525078-1,2021-12-03 07:20:17
SF^A,$2404.14,2020-07-02,sell,144,285135266-0,2018-08-16 00:20:24
CBF,$2254.70,2015-08-01,sell,1505,909582473-X,2018-09-14 18:37:32
ENR,$1444.25,2020-10-17,buy,1767,581597503-6,2021-12-24 18:28:31
GOOGL,$833.15,2018-06-20,buy,666,781251792-6,2016-01-31 12:20:43
NP,$1731.57,2019-12-16,sell,2839,711190556-3,2020-03-09 08:09:58
HFBL,$1431.32,2019-05-22,buy,305,873128844-8,2018-05-26 05:34:08
ORAN,$757.42,2019-09-29,sell,510,530754299-2,2022-07-05 04:38:35
WFC^X,$372.28,2020-08-01,buy,1113,134217526-3,2017-08-21 15:11:36
STI,$1718.82,2021-03-17,buy,1562,003190715-6,2016-01-30 06:48:38
ERJ,$774.86,2017-05-19,sell,3726,711061253-8,2020-07-14 17:06:00
VCO,$2369.42,2016-01-10,buy,455,370947078-1,2017-08-07 09:45:26
SQM,$1639.92,2017-10-18,sell,1272,842263260-8,2018-08-20 04:44:29
HK,$1162.14,2022-02-06,buy,379,387690920-1,2016-11-14 00:21:53
QQQX,$1639.72,2017-05-09,buy,3775,532896931-6,2019-11-05 19:45:12
IVR^B,$1013.10,2015-01-31,buy,2484,665620300-0,2018-05-09 23:06:43
PVBC,$567.29,2015-05-31,sell,1273,560328580-X,2020-08-06 08:18:24
SSNT,$1315.68,2020-11-29,sell,1065,746053880-9,2019-12-01 19:47:00
CLI,$705.94,2022-05-16,buy,2728,273820536-4,2018-12-16 18:25:12
ITT,$948.64,2015-08-18,buy,3191,699194072-0,2020-09-27 04:30:12
BGY,$2497.01,2021-11-21,sell,4920,223956121-1,2017-04-04 12:28:37
NCA,$1935.27,2021-03-15,sell,976,645309984-5,2020-01-12 03:11:21
XGTIW,$1059.51,2015-01-28,buy,1506,706938403-3,2017-09-16 15:17:13
SPKE,$834.07,2017-04-28,buy,4633,250098900-3,2022-05-22 20:05:03
CPE^A,$1393.12,2019-10-27,buy,4083,296484393-7,2020-10-08 07:06:55
TLI,$2387.86,2017-01-19,buy,352,459015336-X,2018-01-13 08:08:11
ICCH,$16.58,2019-11-08,sell,3798,050345558-X,2020-08-07 13:06:06
VTWV,$988.43,2017-06-24,sell,1862,128329133-9,2020-03-06 01:26:54
IBKR,$1061.01,2021-09-02,sell,3111,766512090-3,2015-03-29 19:53:12
WST,$644.82,2020-06-04,buy,4271,106014421-2,2018-03-20 02:31:56
SHPG,$2048.73,2016-05-10,buy,4858,775248751-1,2016-09-30 23:59:26
PRO,$1958.79,2019-04-07,buy,2016,805703851-9,2019-12-13 11:29:07
HSON,$621.50,2015-05-01,buy,1071,373925638-9,2022-05-16 21:09:27
OSTK,$1367.04,2019-07-23,buy,2708,012731406-7,2019-07-12 22:50:46
GS^I,$203.90,2019-08-17,sell,2574,775781867-2,2017-06-14 19:51:58
MSDIW,$1231.91,2021-10-18,buy,4652,359295848-8,2019-01-20 15:45:45
ETV,$798.18,2015-08-08,buy,2690,101366897-9,2016-02-17 15:01:18
GPIAU,$1920.55,2017-03-26,sell,1137,887280026-9,2016-08-24 05:27:52
CASY,$1627.92,2022-03-08,buy,709,660871266-9,2017-06-28 10:22:51
SXE,$1285.60,2018-11-11,buy,1254,993761532-1,2021-11-19 10:37:40
SN,$1083.88,2019-02-03,buy,3041,877334380-3,2018-10-01 20:16:57
SIGM,$911.66,2019-05-31,sell,252,209304532-X,2019-04-24 20:56:18
